Industry,Pre_Emp_Direct,Pre_Emp_Indirect,Pre_Emp_Induced,Pre_Emp_Total,Post_Emp_Direct,Post_Emp_Indirect,Post_Emp_Induced,Post_Emp_Total,Change_Employment,PctChange_Employment,Pre_Out_Direct,Pre_Out_Indirect,Pre_Out_Induced,Pre_Out_Total,Post_Out_Direct,Post_Out_Indirect,Post_Out_Induced,Post_Out_Total,Change_Output,PctChange_Output
379 - Wholesale - Other durable goods merchant wholesalers,0.0,4671.32,8048.39,12719.71,0.0,4764.97,7954.03,12719.0,-0.7099999999991269,-0.0055818882663136735,0.0,1630605333.46,2809426167.05,4440031500.52,0.0,1663292499.57,2776490263.34,4439782762.91,-248737.61000061035,-0.005602158677736388
38 - Electric power generation - Wind,0.0,156.93,139.04,295.97,0.0,160.07,137.4,297.47,1.5,0.5068081224448424,0.0,388428574.9,344147703.13,732576278.04,0.0,396215026.4,340083146.25,736298172.65,3721894.6100000143,0.5080555734015718
380 - Wholesale - Drugs and druggistsâ€™ sundries,0.0,464.47,3355.09,3819.57,0.0,473.78,3315.57,3789.36,-30.210000000000036,-0.7909267273541273,0.0,491693407.42,3551720374.2,4043413781.62,0.0,501549909.02,3509884288.7,4011434197.72,-31979583.900000095,-0.7909055473216353
381 - Wholesale - Grocery and related product wholesalers,0.0,516.47,11706.38,12222.85,0.0,526.82,11568.63,12095.45,-127.39999999999964,-1.0423100995267032,0.0,149225811.71,3382401043.3,3531626855.01,0.0,152217197.06,3342597639.5,3494814836.56,-36812018.450000286,-1.0423529993769982
382 - Wholesale - Petroleum and petroleum products,0.0,7067.35,1214.1,8281.45,0.0,7209.03,1199.85,8408.87,127.42000000000007,1.5386194446624692,0.0,13302084035.52,2285156296.66,15587240332.17,0.0,13568738032.93,2258335386.97,15827073419.91,239833087.73999977,1.5386500921847983
383 - Wholesale - Other nondurable goods merchant wholesalers,0.0,2578.02,12728.43,15306.45,0.0,2629.7,12578.72,15208.42,-98.03000000000065,-0.6404489610589043,0.0,1105445682.64,5457910528.53,6563356211.17,0.0,1127605481.77,5393712784.12,6521318265.88,-42037945.28999996,-0.6404946484308852
384 - Wholesale - Wholesale electronic markets and agents and brokers,0.0,9950.01,4618.41,14568.41,0.0,10149.46,4564.39,14713.86,145.45000000000073,0.998393098491879,0.0,928723490.88,431077283.43,1359800774.31,0.0,947340711.36,426035642.78,1373376354.14,13575579.830000162,0.998350647129818
385 - Retail - Motor vehicle and parts dealers,0.0,9944.16,28707.96,38652.12,0.0,10143.5,28371.36,38514.86,-137.26000000000204,-0.3551163558428413,0.0,2228224175.55,6432699265.46,8660923441.01,0.0,2272891227.87,6357275346.3,8630166574.17,-30756866.840000153,-0.35512225745310844
386 - Retail - Furniture and home furnishings stores,0.0,223.45,8993.98,9217.43,0.0,227.93,8888.52,9116.46,-100.97000000000116,-1.0954246465663549,0.0,34953774.5,1406881890.65,1441835665.15,0.0,35654458.97,1390386399.8,1426040858.78,-15794806.370000124,-1.0954650902158758
387 - Retail - Electronics and appliance stores,0.0,173.45,8458.82,8632.27,0.0,176.93,8359.64,8536.56,-95.71000000000095,-1.108746598519288,0.0,12761871.62,622367543.3,635129414.92,0.0,13017696.5,615070170.76,628087867.26,-7041547.659999967,-1.108679191135701
388 - Retail - Building material and garden equipment and supplies stores,0.0,2758.46,12747.55,15506.01,0.0,2813.76,12598.43,15412.19,-93.81999999999971,-0.6050557171058171,0.0,412380489.65,1905713208.75,2318093698.4,0.0,420647081.99,1883419660.96,2304066742.96,-14026955.440000057,-0.60510735392973
389 - Retail - Food and beverage stores,0.0,3063.75,47771.64,50835.38,0.0,3125.16,47211.39,50336.55,-498.82999999999447,-0.9812654100352834,0.0,334124971.72,5209861304.54,5543986276.26,0.0,340822851.47,5148761709.84,5489584561.31,-54401714.94999981,-0.9812743437507112
39 - Electric power generation - Geothermal,0.0,14.53,12.87,27.4,0.0,14.82,12.72,27.54,0.14000000000000057,0.5109489051094911,0.0,13458085.38,11923863.15,25381948.53,0.0,13727866.58,11783036.35,25510902.94,128954.41000000015,0.5080555964707889
390 - Retail - Health and personal care stores,0.0,118.8,23426.34,23545.15,0.0,121.18,23151.6,23272.78,-272.3700000000026,-1.1567987462386207,0.0,15850335.29,3125482342.1,3141332677.39,0.0,16168071.62,3088826580.83,3104994652.45,-36338024.94000006,-1.1567709845425151
391 - Retail - Gasoline stores,0.0,67047.88,14452.66,81500.55,0.0,68391.93,14283.18,82675.11,1174.5599999999977,1.4411681884355352,0.0,8635883168.44,1861527959.57,10497411128.01,0.0,8808998355.65,1839698266.7,10648696622.35,151285494.34000015,1.441169565478183
392 - Retail - Clothing and clothing accessories stores,0.0,103.2,22437.36,22540.56,0.0,105.27,22174.21,22279.48,-261.08000000000175,-1.1582675851886632,0.0,14023335.76,3048870585.18,3062893920.94,0.0,14304447.99,3013113005.19,3027417453.18,-35476467.76000023,-1.1582662891933433
"393 - Retail - Sporting goods, hobby, musical instrument and book stores",0.0,347.13,13258.65,13605.77,0.0,354.08,13103.19,13457.27,-148.5,-1.0914487015435363,0.0,24403538.4,932105226.75,956508765.16,0.0,24892732.51,921176171.16,946068903.66,-10439861.5,-1.0914548700715432
394 - Retail - General merchandise stores,0.0,8453.42,48128.75,56582.17,0.0,8622.88,47564.35,56187.23,-394.93999999999505,-0.6979937319477055,0.0,822380501.33,4682145683.56,5504526184.89,0.0,838865966.88,4627239048.74,5466105015.62,-38421169.27000046,-0.6979923063217883
395 - Retail - Miscellaneous store retailers,0.0,649.4,29225.46,29874.86,0.0,662.42,28882.79,29545.22,-329.6399999999994,-1.1034026602969835,0.0,43417043.94,1953919201.26,1997336245.19,0.0,44287383.37,1931009841.22,1975297224.59,-22039020.600000143,-1.1034206510333286
396 - Air transportation,0.0,8177.09,7008.45,15185.54,0.0,8341.01,6929.75,15270.75,85.20999999999913,0.5611259132042662,0.0,4446693777.51,3811191833.4,8257885610.91,0.0,4535832341.65,3768391739.47,8304224081.12,46338470.21000004,0.5611420694515245
397 - Rail transportation,0.0,14112.8,1491.81,15604.61,0.0,14395.71,1474.35,15870.06,265.4499999999989,1.7010998672828022,0.0,5980523352.55,632177988.16,6612701340.71,0.0,6100409112.89,624780943.57,6725190056.46,112488715.75,1.7011008051653846
398 - Water transportation,0.0,137.02,811.67,948.69,0.0,139.77,802.58,942.35,-6.340000000000032,-0.6682899577311906,0.0,135600437.45,803247645.21,938848082.66,0.0,138318688.11,794251124.77,932569812.89,-6278269.769999981,-0.6687205188950288
399 - Truck transportation,2429609.85,109815.17,20942.07,2560367.09,2360525.55,112016.53,20697.07,2493239.14,-67127.94999999972,-2.6218095937172716,517459714328.88,23388501637.02,4460255772.72,545308471738.62,517459714328.88,23857348280.78,4408073896.53,545725136506.19,416664767.5700073,0.0764090031907161
4 - Fruit farming,0.0,50.9,2348.91,2399.81,0.0,51.92,2321.29,2373.21,-26.59999999999991,-1.1084210833357604,0.0,7000538.55,323034741.7,330035280.26,0.0,7140871.57,319236406.28,326377277.85,-3658002.4099999666,-1.1083670833973303
40 - Electric power generation - Biomass,0.0,31.88,28.24,60.12,0.0,32.52,27.91,60.43,0.3100000000000023,0.5156353958749207,0.0,40136000.06,35560494.58,75696494.64,0.0,40940567.59,35140507.32,76081074.9,384580.26000000536,0.5080555735493505
400 - Transit and ground passenger transportation,0.0,4200.08,22363.42,26563.5,0.0,4284.27,22103.22,26387.5,-176.0,-0.6625632917348994,0.0,372878167.57,1985398679.1,2358276846.67,0.0,380352895.11,1962298244.01,2342651139.12,-15625707.55000019,-0.6625900420497466
401 - Pipeline transportation,0.0,1748.78,412.23,2161.01,0.0,1783.83,407.39,2191.22,30.20999999999958,1.3979574365689922,0.0,2248715757.7,530081099.77,2778796857.47,0.0,2293793584.92,523849293.86,2817642878.78,38846021.31000042,1.3979439053118983
402 - Scenic and sightseeing transportation and support activities for transportation,0.0,261574.03,10076.03,271650.05,0.0,266817.55,9959.55,276777.1,5127.049999999988,1.8873731111037855,0.0,27189686758.36,1047366881.78,28237053640.14,0.0,27734732079.33,1035259851.68,28769991931.01,532938290.86999893,1.887372165884927
403 - Couriers and messengers,0.0,525549.4,28014.29,553563.7,0.0,536084.58,27686.71,563771.29,10207.590000000084,1.843977486240533,0.0,23656767467.99,1261018662.22,24917786130.2,0.0,24130991777.08,1246273022.35,25377264799.43,459478669.22999954,1.8439787019165317
404 - Warehousing and storage,0.0,129181.1,18496.06,147677.16,0.0,131770.66,18279.55,150050.22,2373.0599999999977,1.6069241851617388,0.0,12538118479.53,1795199615.01,14333318094.54,0.0,12789457999.24,1774185069.86,14563643069.1,230324974.55999947,1.6069201355946832
405 - Newspaper publishers,0.0,315.7,1086.24,1401.95,0.0,322.03,1073.56,1395.59,-6.360000000000127,-0.45365383929527636,0.0,85991312.63,295874082.71,381865395.34,0.0,87715097.21,292418509.37,380133606.57,-1731788.769999981,-0.4535076472320973
406 - Periodical publishers,0.0,315.96,805.54,1121.5,0.0,322.29,796.15,1118.44,-3.0599999999999454,-0.2728488631297321,0.0,133452224.69,340235312.34,473687537.03,0.0,136127412.21,336269038.89,472396451.1,-1291085.9299999475,-0.2725606711324937
407 - Book publishers,0.0,106.81,648.41,755.22,0.0,108.95,640.89,749.84,-5.3799999999999955,-0.7123752019279144,0.0,73846849.54,448291084.44,522137933.97,0.0,75327185.82,443092445.72,518419631.54,-3718302.430000007,-0.7121302989285675
"408 - Directory, mailing list, and other publishers",0.0,84.15,238.51,322.67,0.0,85.84,235.72,321.56,-1.1100000000000136,-0.34400471069514166,0.0,32998716.74,93525796.79,126524513.52,0.0,33660210.06,92430002.32,126090212.38,-434301.1400000006,-0.3432545424735814
409 - Greeting card publishing,0.0,0.21,37.88,38.09,0.0,0.21,37.43,37.65,-0.44000000000000483,-1.1551588343397343,0.0,47066.29,8509745.75,8556812.04,0.0,48009.78,8409313.22,8457323.01,-99489.02999999933,-1.1626880377285855
41 - Electric power generation - All other,0.0,65.33,57.88,123.2,0.0,66.63,57.19,123.83,0.6299999999999955,0.5113636363636326,0.0,7396301.98,6553123.28,13949425.26,0.0,7544568.48,6475727.61,14020296.09,70870.83000000007,0.508055555544803
410 - Software publishers,0.0,1400.89,9579.86,10980.76,0.0,1428.98,9468.19,10897.17,-83.59000000000015,-0.7612405698694821,0.0,867717677.42,5933794782.07,6801512459.49,0.0,885111973.43,5864624623.31,6749736596.74,-51775862.75,-0.7612404308362074
411 - Motion picture and video industries,0.0,841.7,4477.17,5318.87,0.0,858.58,4425.01,5283.58,-35.289999999999964,-0.6634867932474372,0.0,311124191.43,1654922369.63,1966046561.06,0.0,317360996.82,1635642561.43,1953003558.25,-13043002.809999943,-0.6634127120045299
412 - Sound recording industries,0.0,78.18,275.18,353.36,0.0,79.74,271.98,351.72,-1.6399999999999864,-0.4641159157799372,0.0,86141619.29,303218294.6,389359913.9,0.0,87868416.92,299682497.52,387550914.44,-1808999.4599999785,-0.46460855250358085
413 - Radio and television broadcasting,0.0,1641.69,2670.4,4312.08,0.0,1674.6,2639.32,4313.92,1.8400000000001455,0.042670822433724456,0.0,786002813.66,1278526617.62,2064529431.28,0.0,801759050.93,1263647572.72,2065406623.65,877192.370000124,0.042488731655245436
414 - Cable and other subscription programming,0.0,390.78,754.56,1145.34,0.0,398.62,745.75,1144.37,-0.9700000000000273,-0.08469100878342041,0.0,671936546.03,1297428618.47,1969365164.5,0.0,685406207.29,1282291107.33,1967697314.62,-1667849.8800001144,-0.08468972184869346
415 - Wired telecommunications carriers,0.0,2099.66,5615.02,7714.68,0.0,2141.75,5548.3,7690.05,-24.63000000000011,-0.3192614599698252,0.0,1093347850.36,2923890085.34,4017237935.71,0.0,1115265135.96,2889147243.52,4004412379.48,-12825556.23000002,-0.31926304678125195
416 - Wireless telecommunications carriers (except satellite),0.0,515.83,1126.43,1642.26,0.0,526.17,1113.07,1639.24,-3.019999999999982,-0.18389292803819018,0.0,1342807754.44,2932313423.57,4275121178.0,0.0,1369725721.17,2897522255.56,4267247976.73,-7873201.269999981,-0.18416323051884217
"417 - Satellite, telecommunications resellers, and all other telecommunications",0.0,770.65,1259.79,2030.45,0.0,786.1,1244.87,2030.98,0.5299999999999727,0.02610258809623348,0.0,327624385.19,535569173.85,863193559.04,0.0,334191953.98,529227530.28,863419484.26,225925.2200000286,0.026173181858688933
"418 - Data processing, hosting, and related services",0.0,5746.8,11614.1,17360.9,0.0,5862.0,11478.76,17340.76,-20.140000000003056,-0.11600781065499516,0.0,2382957027.17,4815876695.18,7198833722.34,0.0,2430725859.12,4759755273.37,7190481132.5,-8352589.840000153,-0.1160269866225653
"419 - News syndicates, libraries, archives and all other information services",0.0,193.26,976.43,1169.69,0.0,197.13,965.01,1162.14,-7.5499999999999545,-0.6454701673092832,0.0,29089527.17,146972146.2,176061673.37,0.0,29672656.76,145253419.04,174926075.79,-1135597.580000013,-0.6449998788853457
42 - Electric power transmission and distribution,0.0,3458.24,3064.54,6522.78,0.0,3527.56,3028.35,6555.91,33.13000000000011,0.5079122705349577,0.0,5618538847.44,4978903798.35,10597442645.79,0.0,5731168254.93,4920101030.3,10651269285.23,53826639.43999863,0.5079210262240211
420 - Internet publishing and broadcasting and web search portals,0.0,1469.84,2328.96,3798.8,0.0,1499.3,2301.86,3801.17,2.369999999999891,0.062388122565017655,0.0,2747516516.21,4353434851.93,7100951368.14,0.0,2802593319.22,4302786870.09,7105380189.31,4428821.170000076,0.06236940573725049
421 - Nondepository credit intermediation and related activities,0.0,8956.01,11059.24,20015.26,0.0,9135.55,10931.31,20066.86,51.60000000000218,0.257803296085098,0.0,3523767055.33,4351288255.64,7875055310.98,0.0,3594404601.21,4300951207.92,7895355809.13,20300498.150000572,0.25778229292810273
422 - Securities and commodity contracts intermediation and brokerage,0.0,12230.72,33059.97,45290.69,0.0,12475.9,32692.12,45168.02,-122.67000000000553,-0.27085036681932984,0.0,1592491834.8,4304547139.21,5897038974.01,0.0,1624414976.5,4256651750.85,5881066727.35,-15972246.659999847,-0.2708519772447541
423 - Monetary authorities and depository credit intermediation,0.0,12808.01,22037.4,34845.41,0.0,13064.76,21777.58,34842.34,-3.070000000006985,-0.00881034259607502,0.0,6654616860.8,11449899178.67,18104516039.47,0.0,6788015520.92,11314906652.29,18102922173.21,-1593866.2600021362,-0.008803694373974527
424 - Other financial investment activities,0.0,3849.56,42974.38,46823.94,0.0,3926.73,42503.0,46429.72,-394.22000000000116,-0.8419197530152335,0.0,721596799.76,8055512494.8,8777109294.56,0.0,736061952.04,7967151963.06,8703213915.09,-73895379.46999931,-0.841910212007947
425 - Direct life insurance carriers,0.0,51.83,4708.35,4760.18,0.0,52.87,4655.03,4707.89,-52.289999999999964,-1.0984878723073488,0.0,21243437.72,1929918971.58,1951162409.3,0.0,21669284.34,1908059898.79,1929729183.13,-21433226.169999838,-1.098484988632455
"426 - Insurance carriers, except direct life",0.0,36330.0,16324.71,52654.71,0.0,37058.27,16133.26,53191.54,536.8300000000017,1.0195289272317742,0.0,20830571980.73,9360117135.74,30190689116.46,0.0,21248142285.67,9250347837.18,30498490122.85,307801006.3899994,1.0195229569045707
"427 - Insurance agencies, brokerages, and related activities",0.0,34198.79,20942.05,55140.83,0.0,34884.34,20697.65,55581.98,441.15000000000146,0.8000423642516833,0.0,11261368947.63,6896037884.34,18157406831.96,0.0,11487114705.83,6815558691.98,18302673397.81,145266565.8500023,0.8000402656303841
"428 - Funds, trusts, and other financial vehicles",0.0,413.16,17149.65,17562.81,0.0,421.44,16950.41,17371.85,-190.96000000000276,-1.087297533822906,0.0,88392636.21,3669083921.23,3757476557.44,0.0,90164557.79,3626457201.12,3716621758.91,-40854798.53000021,-1.0872935041765084
429 - Other real estate,0.0,77420.82,68237.3,145658.11,0.0,78972.8,67445.29,146418.09,759.9800000000105,0.5217560491482489,0.0,17298367472.19,15246466588.67,32544834060.86,0.0,17645131093.82,15069506595.77,32714637689.59,169803628.72999954,0.5217529406125122
43 - Natural gas distribution,0.0,1485.78,1383.45,2869.23,0.0,1515.57,1367.16,2882.73,13.5,0.4705095095199757,0.0,1325534429.32,1234237137.33,2559771566.65,0.0,1352106134.43,1219703386.54,2571809520.97,12037954.319999695,0.4702745540592863
430 - Tenant-occupied housing,0.0,0.0,21505.54,21505.54,0.0,0.0,21247.05,21247.05,-258.4900000000016,-1.201969353013231,0.0,0.0,7919460524.76,7919460524.76,0.0,0.0,7824270128.59,7824270128.59,-95190396.17000008,-1.2019808151374658
431 - Owner-occupied housing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,37675499551.03,37675499551.03,0.0,0.0,37242201295.85,37242201295.85,-433298255.1800003,-1.1500796547982453
432 - Automotive equipment rental and leasing,0.0,8103.28,3438.11,11541.39,0.0,8265.72,3398.69,11664.41,123.02000000000044,1.0659028072008696,0.0,3141261457.47,1332793622.33,4474055079.8,0.0,3204231284.03,1317513749.06,4521745033.09,47689953.28999996,1.0659223554335815
433 - General and consumer goods rental except video tapes and discs,0.0,11861.87,2547.33,14409.2,0.0,12099.66,2517.76,14617.41,208.20999999999913,1.4449795963689802,0.0,2335131221.91,501468190.0,2836599411.91,0.0,2381941336.26,495646516.41,2877587852.67,40988440.76000023,1.4449851673769125
434 - Video tape and disc rental,0.0,0.09,77.36,77.46,0.0,0.09,76.46,76.56,-0.8999999999999915,-1.1618900077459224,0.0,33415.7,27795931.39,27829347.1,0.0,34085.56,27472701.52,27506787.08,-322560.0200000033,-1.1590642742747035
435 - Commercial and industrial machinery and equipment rental and leasing,0.0,13835.93,2197.42,16033.35,0.0,14113.28,2171.99,16285.27,251.92000000000007,1.5712249779366139,0.0,7301262820.26,1159586522.76,8460849343.02,0.0,7447624165.75,1146165693.81,8593789859.56,132940516.53999901,1.5712431595259615
436 - Lessors of nonfinancial intangible assets,0.0,588.2,317.42,905.61,0.0,599.99,313.73,913.72,8.110000000000014,0.8955289804662067,0.0,4406109468.53,2377743150.06,6783852618.59,0.0,4494434478.33,2350131168.18,6844565646.51,60713027.92000008,0.8949638403644898
437 - Legal services,0.0,8039.1,18915.99,26955.08,0.0,8200.25,18697.27,26897.52,-57.56000000000131,-0.21354045322811618,0.0,2113312971.04,4972623370.66,7085936341.69,0.0,2155676509.72,4915126868.45,7070803378.16,-15132963.529999733,-0.21356335705367785
"438 - Accounting, tax preparation, bookkeeping, and payroll services",0.0,21972.88,16720.63,38693.5,0.0,22413.35,16527.84,38941.19,247.69000000000233,0.6401333557315888,0.0,3443420646.17,2620328095.78,6063748741.95,0.0,3512447565.39,2590116633.97,6102564199.36,38815457.40999985,0.6401231162740666
"439 - Architectural, engineering, and related services",0.0,5766.45,5259.49,11025.94,0.0,5882.04,5198.16,11080.2,54.26000000000022,0.49211223714259483,0.0,1156471818.55,1054800863.18,2211272681.73,0.0,1179654489.21,1042500652.1,2222155141.32,10882459.590000153,0.49213557784679035
"44 - Water, sewage and other systems",0.0,254.84,685.2,940.04,0.0,259.95,677.12,937.07,-2.9699999999999136,-0.3159440023828681,0.0,83701890.11,225048047.17,308749937.28,0.0,85379780.84,222394701.24,307774482.08,-975455.1999999881,-0.3159369710625608
440 - Specialized design services,0.0,1387.56,2020.71,3408.27,0.0,1415.37,1997.55,3412.92,4.650000000000091,0.13643285303101255,0.0,416888669.93,607116407.55,1024005077.49,0.0,425245633.4,600158848.39,1025404481.79,1399404.2999999523,0.1366598985456318
441 - Custom computer programming services,0.0,9783.87,5108.26,14892.13,0.0,9980.0,5048.61,15028.6,136.47000000000116,0.916390066431069,0.0,1651324107.76,862174276.69,2513498384.45,0.0,1684426603.07,852104991.68,2536531594.75,23033210.30000019,0.9163805492176708
442 - Computer systems design services,0.0,6027.63,5259.74,11287.37,0.0,6148.46,5198.56,11347.03,59.659999999999854,0.5285553676365694,0.0,1295144644.15,1130149811.9,2425294456.04,0.0,1321107154.66,1117004770.75,2438111925.41,12817469.369999886,0.5284912657957475
"443 - Other computer related services, including facilities management",0.0,1807.77,1876.05,3683.82,0.0,1844.01,1854.24,3698.25,14.429999999999836,0.39171295014413937,0.0,442553024.87,459267423.24,901820448.11,0.0,451424456.8,453928379.59,905352836.39,3532388.2799999714,0.39169529670823194
444 - Management consulting services,0.0,9245.6,12710.04,21955.64,0.0,9430.94,12563.19,21994.13,38.4900000000016,0.175308030191794,0.0,1593378098.1,2190436041.7,3783814139.8,0.0,1625319005.86,2165128171.81,3790447177.67,6633037.869999886,0.17530030876068575
445 - Environmental and other technical consulting services,0.0,3170.88,3966.92,7137.81,0.0,3234.45,3921.23,7155.68,17.86999999999989,0.25035690218708384,0.0,621155387.24,777094583.75,1398249970.99,0.0,633607087.78,768143969.43,1401751057.21,3501086.2200000286,0.25039058055700597
446 - Scientific research and development services,0.0,2199.63,8065.84,10265.47,0.0,2243.72,7973.61,10217.34,-48.1299999999992,-0.4688533501145023,0.0,721583909.3,2645982848.53,3367566757.82,0.0,736048803.17,2615729251.19,3351778054.36,-15788703.460000038,-0.4688460421263001
"447 - Advertising, public relations, and related services",0.0,6768.12,8424.34,15192.46,0.0,6903.79,8326.17,15229.96,37.5,0.2468329684593542,0.0,1744271971.15,2171113672.29,3915385643.44,0.0,1779237702.26,2145811746.3,3925049448.57,9663805.130000114,0.24681617623518787
448 - Photographic services,0.0,122.07,810.26,932.33,0.0,124.52,800.89,925.41,-6.920000000000073,-0.7422264648783234,0.0,40413753.37,268249190.29,308662943.66,0.0,41223888.75,265148772.46,306372661.22,-2290282.4399999976,-0.7420011008910746
449 - Veterinary services,0.0,6.66,7381.96,7388.62,0.0,6.8,7294.59,7301.39,-87.22999999999956,-1.1805993541419042,0.0,890077.72,986101041.75,986991119.47,0.0,907920.25,974431074.16,975338994.41,-11652125.060000062,-1.1805704053605959
45 - Construction of new health care structures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"450 - All other miscellaneous professional, scientific, and technical services",0.0,5400.02,3945.92,9345.94,0.0,5508.27,3900.27,9408.55,62.60999999999876,0.6699165626999398,0.0,1662789213.81,1215036457.17,2877825670.98,0.0,1696121539.0,1200982349.09,2897103888.09,19278217.110000134,0.6698882876889214
451 - Management of companies and enterprises,0.0,45054.28,29793.91,74848.19,0.0,45957.44,29446.89,75404.33,556.1399999999994,0.7430239796045828,0.0,12252898345.33,8102710482.95,20355608828.28,0.0,12498520333.21,8008335485.53,20506855818.74,151246990.4600029,0.7430236635805056
452 - Office administrative services,0.0,22966.53,8897.72,31864.25,0.0,23426.91,8794.48,32221.4,357.15000000000146,1.1208485999199775,0.0,2220870391.51,860412771.36,3081283162.87,0.0,2265390029.64,850429269.47,3115819299.12,34536136.25,1.1208361719612945
453 - Facilities support services,0.0,3165.5,1296.86,4462.36,0.0,3228.95,1281.83,4510.79,48.43000000000029,1.0853001550748997,0.0,474377284.76,194346095.64,668723380.4,0.0,483886666.82,192093894.28,675980561.1,7257180.700000048,1.085229096619761
454 - Employment services,0.0,137640.4,40506.68,178147.08,0.0,140399.54,40035.5,180435.04,2287.960000000021,1.2843095716191482,0.0,14271858759.87,4200116080.53,18471974840.4,0.0,14557952892.1,4151259586.84,18709212478.93,237237638.52999878,1.2843111826415932
455 - Business support services,0.0,9713.04,8815.0,18528.03,0.0,9907.75,8712.31,18620.06,92.03000000000247,0.49670688141158276,0.0,959773635.69,871035417.02,1830809052.71,0.0,979013288.35,860888909.79,1839902198.14,9093145.430000067,0.49667361085746276
456 - Travel arrangement and reservation services,0.0,1502.83,3882.43,5385.26,0.0,1532.95,3836.8,5369.75,-15.510000000000218,-0.2880083784255582,0.0,449022839.56,1160014322.32,1609037161.88,0.0,458023965.6,1146380367.34,1604404332.94,-4632828.940000057,-0.28792554017752187
457 - Investigation and security services,0.0,28327.22,12575.32,40902.54,0.0,28895.07,12429.24,41324.31,421.7699999999968,1.0311584561741074,0.0,1813890591.41,805241421.47,2619132012.87,0.0,1850251899.59,795887718.37,2646139617.96,27007605.090000153,1.0311662397041867
458 - Services to buildings,0.0,13652.76,14479.25,28132.0,0.0,13926.44,14311.42,28237.86,105.86000000000058,0.37629745485568245,0.0,1452953569.41,1540910470.53,2993864039.95,0.0,1482079522.63,1523049570.99,3005129093.62,11265053.670000076,0.37627138439420293
459 - Landscape and horticultural services,0.0,7463.09,10386.86,17849.96,0.0,7612.7,10266.87,17879.57,29.610000000000582,0.16588272466717338,0.0,1015049445.74,1412709205.1,2427758650.83,0.0,1035397159.04,1396388777.22,2431785936.26,4027285.430000305,0.1658849172928891
46 - Construction of new manufacturing structures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
460 - Other support services,0.0,4602.2,4235.53,8837.72,0.0,4694.45,4186.22,8880.67,42.95000000000073,0.48598507307315386,0.0,861707182.58,793052634.34,1654759816.91,0.0,878980992.02,783820083.96,1662801075.98,8041259.069999933,0.4859472044115563
461 - Waste management and remediation services,0.0,5801.17,4571.44,10372.61,0.0,5917.46,4517.85,10435.31,62.69999999999891,0.6044765975005221,0.0,1830980968.66,1442850930.47,3273831899.12,0.0,1867684871.08,1425935453.96,3293620325.05,19788425.930000305,0.6044423336249916
462 - Elementary and secondary schools,0.0,0.0,19533.85,19533.85,0.0,0.0,19316.44,19316.44,-217.40999999999985,-1.1129910386329367,0.0,0.0,1214649745.1,1214649745.1,0.0,0.0,1201131165.83,1201131165.83,-13518579.26999998,-1.1129611087093276
"463 - Junior colleges, colleges, universities, and professional schools",0.0,281.59,22774.09,23055.68,0.0,287.23,22522.54,22809.77,-245.90999999999985,-1.066591833335646,0.0,36480880.75,2950503324.31,2986984205.06,0.0,37212177.63,2917913239.69,2955125417.32,-31858787.73999977,-1.066587084258111
464 - Other educational services,0.0,378.03,19149.16,19527.19,0.0,385.6,18933.52,19319.12,-208.0699999999997,-1.065539895909241,0.0,46161012.92,2338321297.81,2384482310.72,0.0,47086358.04,2311988478.8,2359074836.84,-25407473.879999638,-1.0655341734251655
465 - Offices of physicians,0.0,0.0,61645.49,61645.49,0.0,0.0,60925.78,60925.78,-719.7099999999991,-1.1674982224977029,0.0,0.0,11246330962.72,11246330962.72,0.0,0.0,11115029454.1,11115029454.1,-131301508.61999893,-1.1675052873265506
466 - Offices of dentists,0.0,0.0,18917.59,18917.59,0.0,0.0,18694.73,18694.74,-222.84999999999854,-1.1780041749503956,0.0,589.21,2844606054.91,2844606644.11,0.0,601.02,2811095530.35,2811096131.37,-33510512.740000248,-1.1780367879469948
467 - Offices of other health practitioners,0.0,0.0,20926.3,20926.3,0.0,0.0,20685.03,20685.03,-241.27000000000044,-1.1529510711401463,0.0,0.0,2699549740.89,2699549740.89,0.0,0.0,2668424728.99,2668424728.99,-31125011.900000095,-1.1529704909137426
468 - Outpatient care centers,0.0,0.0,21497.11,21497.11,0.0,0.0,21247.55,21247.55,-249.5600000000013,-1.160900232635928,0.0,0.0,3935614357.13,3935614357.13,0.0,0.0,3889926768.43,3889926768.43,-45687588.700000286,-1.1608756487339733
469 - Medical and diagnostic laboratories,0.0,0.55,6251.61,6252.16,0.0,0.56,6179.81,6180.36,-71.80000000000018,-1.1484031118845355,0.0,104931.54,1201477327.32,1201582258.85,0.0,107035.0,1187677556.24,1187784591.24,-13797667.609999895,-1.148291555436683
47 - Construction of new power and communication structures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
